Academic_Year,Semester,Section_Number,Department_Program,Course_Prefix,Course_Number,Course_Title,Course,Letter_Grade,Count_of_letter_grade
,,,,,,,,B,37
,,,,,,,,C,3
,,,,,,,,D,2
,,,,,,,,F,4
,,,,,,,,Other,10
,,13365,Computational Engineering,COE, 311K,ENGINEERING COMPUTATION-WB,"COE-311K: ENGINEERING COMPUTATION-WB, Section no. 13365",A,42
,,,,,,,,B,18
,,,,,,,,C,7
,,,,,,,,Other,4
,,13370,Computational Engineering,COE, 322,SCIENTIFIC COMPUTATION-WB,"COE-322: SCIENTIFIC COMPUTATION-WB, Section no. 13370",A,46
,,,,,,,,B,8
,,,,,,,,Other,7
,,13409,Computational Engineering,COE, 352,ADVANCED SCIENTIFIC ENGR-WB,"COE-352: ADVANCED SCIENTIFIC ENGR-WB, Section no. 13409",A,19
,,,,,,,,B,1
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,1
,,13495,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13495",A,20
,,,,,,,,B,14
,,,,,,,,C,12
,,,,,,,,F,1
,,,,,,,,Other,4
,,13500,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13500",A,14
,,,,,,,,B,16
,,,,,,,,C,8
,,,,,,,,F,1
,,,,,,,,Other,6
,,13505,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13505",A,11
,,,,,,,,B,17
,,,,,,,,C,7
,,,,,,,,Other,6
,,13510,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13510",A,10
,,,,,,,,B,16
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,7
,,13515,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13515",A,12
,,,,,,,,B,11
,,,,,,,,C,6
,,,,,,,,F,4
,,,,,,,,Other,6
,,13520,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13520",A,7
,,,,,,,,B,16
,,,,,,,,C,16
,,,,,,,,F,1
,,,,,,,,Other,2
,,13525,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13525",A,8
,,,,,,,,B,14
,,,,,,,,C,10
,,,,,,,,F,1
,,,,,,,,Other,11
,,13530,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13530",A,8
,,,,,,,,B,18
,,,,,,,,C,8
,,,,,,,,Other,4
,,13535,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13535",A,11
,,,,,,,,B,13
,,,,,,,,C,8
,,,,,,,,F,1
,,,,,,,,Other,5
,,13540,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13540",A,11
,,,,,,,,B,9
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,F,3
,,,,,,,,Other,16
,,13545,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13545",A,13
,,,,,,,,B,12
,,,,,,,,C,9
,,,,,,,,F,4
,,,,,,,,Other,10
,,13550,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13550",A,13
,,,,,,,,B,12
,,,,,,,,C,11
,,,,,,,,Other,7
,,13555,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13555",A,11
,,,,,,,,B,13
,,,,,,,,C,6
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,10
,,13559,Engineering Mechanics,E M, 306,STATICS-WB,"E M-306: STATICS-WB, Section no. 13559",A,7
,,,,,,,,B,9
,,,,,,,,C,7
,,,,,,,,Other,6
,,13568,Engineering Mechanics,E M, 311M,DYNAMICS-WB,"E M-311M: DYNAMICS-WB, Section no. 13568",A,24
,,,,,,,,B,17
,,,,,,,,C,4
,,,,,,,,D,1
,,,,,,,,Other,5
,,13569,Engineering Mechanics,E M, 311M,DYNAMICS-WB,"E M-311M: DYNAMICS-WB, Section no. 13569",A,14
,,,,,,,,B,23
,,,,,,,,C,5
,,,,,,,,D,1
,,,,,,,,Other,2
,,13570,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13570",A,4
,,,,,,,,B,12
,,,,,,,,C,8
,,,,,,,,D,3
,,,,,,,,Other,8
,,13575,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13575",A,12
,,,,,,,,B,14
,,,,,,,,C,3
,,,,,,,,Other,13
,,13580,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13580",A,6
,,,,,,,,B,4
,,,,,,,,Other,9
,,13585,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13585",A,3
,,,,,,,,B,6
,,,,,,,,C,8
,,,,,,,,F,1
,,,,,,,,Other,6
,,13590,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13590",A,12
,,,,,,,,B,13
,,,,,,,,C,8
,,,,,,,,Other,5
,,13595,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13595",A,9
,,,,,,,,B,8
,,,,,,,,C,10
,,,,,,,,D,1
,,,,,,,,Other,9
,,13600,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13600",A,13
,,,,,,,,B,5
,,,,,,,,C,13
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,7
,,13605,Engineering Mechanics,E M, 319,MECHANICS OF SOLIDS-WB,"E M-319: MECHANICS OF SOLIDS-WB, Section no. 13605",A,7
,,,,,,,,B,7
,,,,,,,,C,4
,,,,,,,,F,1
,,,,,,,,Other,7
,,13630,Engineering Mechanics,E M, 388,SOLID MECHANICS I-WB,"E M-388: SOLID MECHANICS I-WB, Section no. 13630",A,12
,,,,,,,,B,2
,,,,,,,,Other,3
,,13640,Engineering Mechanics,E M, 397,INTRO THEO/CMPT MTH MACH-WB,"E M-397: INTRO THEO/CMPT MTH MACH-WB, Section no. 13640",A,11
,,,,,,,,Other,3
,,13755,Biomedical Engineering,BME, 303,INTRODUCTION TO COMPUTING,"BME-303: INTRODUCTION TO COMPUTING, Section no. 13755",A,7
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,Other,1
,,13764,Biomedical Engineering,BME, 303,INTRODUCTION TO COMPUTING-WB,"BME-303: INTRODUCTION TO COMPUTING-WB, Section no. 13764",A,9
,,,,,,,,B,2
,,,,,,,,Other,1
,,13765,Biomedical Engineering,BME, 303L,INTRODUCTION TO BME DESIGN,"BME-303L: INTRODUCTION TO BME DESIGN, Section no. 13765",A,8
,,,,,,,,B,2
,,,,,,,,C,1
,,13785,Biomedical Engineering,BME, 303L,INTRODUCTION TO BME DESIGN,"BME-303L: INTRODUCTION TO BME DESIGN, Section no. 13785",A,10
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,Other,1
,,13800,Biomedical Engineering,BME, 311,NETWORK ANLY IN BIOMED ENGR-WB,"BME-311: NETWORK ANLY IN BIOMED ENGR-WB, Section no. 13800",A,40
,,,,,,,,B,19
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,20
,,13810,Biomedical Engineering,BME, 313L,INTRO NUMERICAL MTHDS IN BME,"BME-313L: INTRO NUMERICAL MTHDS IN BME, Section no. 13810",A,8
,,,,,,,,B,4
,,13890,Biomedical Engineering,BME, 335,ENGR PROBABILITY/STATISTICS,"BME-335: ENGR PROBABILITY/STATISTICS, Section no. 13890",A,10
,,,,,,,,B,1
,,,,,,,,Other,1
,,13895,Biomedical Engineering,BME, 335,ENGR PROBABILITY/STATISTICS,"BME-335: ENGR PROBABILITY/STATISTICS, Section no. 13895",A,12
,,,,,,,,B,2
,,,,,,,,C,1
,,13904,Biomedical Engineering,BME, 335,ENGR PROBABILITY/STATISTICS-WB,"BME-335: ENGR PROBABILITY/STATISTICS-WB, Section no. 13904",A,7
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,Other,1
,,13905,Biomedical Engineering,BME, 339,BIOCHEMICAL ENGINEERING-WB,"BME-339: BIOCHEMICAL ENGINEERING-WB, Section no. 13905",A,11
,,,,,,,,B,1
,,,,,,,,Other,2
,,13910,Biomedical Engineering,BME, 343,BIOMED ENGR SIGNAL/SYS ANLY-WB,"BME-343: BIOMED ENGR SIGNAL/SYS ANLY-WB, Section no. 13910",A,63
,,,,,,,,B,41
,,,,,,,,C,8
,,,,,,,,Other,8
,,13920,Biomedical Engineering,BME, 245L,EXPERIMNTL PRINC OF BME DESIGN,"BME-245L: EXPERIMNTL PRINC OF BME DESIGN, Section no. 13920",A,13
,,,,,,,,B,2
,,13925,Biomedical Engineering,BME, 245L,EXPERIMNTL PRINC OF BME DESIGN,"BME-245L: EXPERIMNTL PRINC OF BME DESIGN, Section no. 13925",A,11
,,,,,,,,B,2
,,,,,,,,Other,1
,,13930,Biomedical Engineering,BME, 245L,EXPERIMNTL PRINC OF BME DESIGN,"BME-245L: EXPERIMNTL PRINC OF BME DESIGN, Section no. 13930",A,12
,,,,,,,,B,2
,,13945,Biomedical Engineering,BME, 350,COMP MTHDS FOR BIOMED ENGRS-WB,"BME-350: COMP MTHDS FOR BIOMED ENGRS-WB, Section no. 13945",A,12
,,,,,,,,Other,2
,,13950,Biomedical Engineering,BME, 352,ENGINEERING BIOMATERIALS,"BME-352: ENGINEERING BIOMATERIALS, Section no. 13950",A,21
,,,,,,,,B,9
,,,,,,,,C,2
,,,,,,,,Other,5
,,13954,Biomedical Engineering,BME, 352,ENGINEERING BIOMATERIALS-WB,"BME-352: ENGINEERING BIOMATERIALS-WB, Section no. 13954",A,13
,,,,,,,,B,10
,,,,,,,,C,1
,,,,,,,,Other,1
,,13955,Biomedical Engineering,BME, 353,TRANSPT PHENOM IN LIVG SYS-WB,"BME-353: TRANSPT PHENOM IN LIVG SYS-WB, Section no. 13955",A,35
,,,,,,,,B,21
,,,,,,,,Other,1
,,13959,Biomedical Engineering,BME, 354,MOLEC SEN/NANODEV FOR BME APPL,"BME-354: MOLEC SEN/NANODEV FOR BME APPL, Section no. 13959",A,7
,,,,,,,,B,4
,,,,,,,,Other,2
,,13960,Biomedical Engineering,BME, 355,MOLECULAR ENGINEERING-WB,"BME-355: MOLECULAR ENGINEERING-WB, Section no. 13960",A,40
,,,,,,,,B,9
,,,,,,,,C,1
,,,,,,,,Other,1
,,13975,Biomedical Engineering,BME, 365R,QUANTITATIVE ENGR PHYSIOL I-WB,"BME-365R: QUANTITATIVE ENGR PHYSIOL I-WB, Section no. 13975",A,13
,,,,,,,,B,12
,,,,,,,,C,3
,,,,,,,,Other,2
,,13980,Biomedical Engineering,BME, 365R,QUANTITATIVE ENGR PHYSIOL I-WB,"BME-365R: QUANTITATIVE ENGR PHYSIOL I-WB, Section no. 13980",A,21
,,,,,,,,B,9
,,,,,,,,Other,1
,,13985,Biomedical Engineering,BME, 365R,QUANTITATIVE ENGR PHYSIOL I-WB,"BME-365R: QUANTITATIVE ENGR PHYSIOL I-WB, Section no. 13985",A,19
,,,,,,,,B,9
,,,,,,,,C,2
,,,,,,,,Other,1
,,13990,Biomedical Engineering,BME, 365R,QUANTITATIVE ENGR PHYSIOL I-WB,"BME-365R: QUANTITATIVE ENGR PHYSIOL I-WB, Section no. 13990",A,23
,,,,,,,,B,5
,,,,,,,,Other,2
,,14005,Biomedical Engineering,BME, 370,BME CAPSTONE DESIGN I,"BME-370: BME CAPSTONE DESIGN I, Section no. 14005",A,72
,,,,,,,,B,18
,,14009,Biomedical Engineering,BME, 370,BME CAPSTONE DESIGN I-WB,"BME-370: BME CAPSTONE DESIGN I-WB, Section no. 14009",A,19
,,,,,,,,B,3
,,14060,Biomedical Engineering,BME, 379,TISSUE ENGINEERING-WB,"BME-379: TISSUE ENGINEERING-WB, Section no. 14060",A,21
,,,,,,,,B,3
,,14089,Biomedical Engineering,BME, 381J,13-FLUORSCNC MICR/SPCTRSCPY-WB,"BME-381J: 13-FLUORSCNC MICR/SPCTRSCPY-WB, Section no. 14089",A,4
,,,,,,,,B,2
,,,,,,,,Other,1
,,14290,Chemical Engineering,CHE, 210,INTRODUCTION TO COMPUTING,"CHE-210: INTRODUCTION TO COMPUTING, Section no. 14290",A,29
,,,,,,,,B,8
,,,,,,,,C,2
,,14295,Chemical Engineering,CHE, 210,INTRODUCTION TO COMPUTING,"CHE-210: INTRODUCTION TO COMPUTING, Section no. 14295",A,11
,,,,,,,,B,6
,,,,,,,,C,1
,,,,,,,,Other,1
,,14297,Chemical Engineering,CHE, 210,INTRODUCTION TO COMPUTING-WB,"CHE-210: INTRODUCTION TO COMPUTING-WB, Section no. 14297",A,25
,,,,,,,,B,6
,,,,,,,,C,2
,,,,,,,,Other,1
,,14298,Chemical Engineering,CHE, 210,INTRODUCTION TO COMPUTING-WB,"CHE-210: INTRODUCTION TO COMPUTING-WB, Section no. 14298",A,20
,,,,,,,,B,7
,,,,,,,,Other,1
,,14300,Chemical Engineering,CHE, 317,INTRO TO CHEM ENGR ANALYSIS-WB,"CHE-317: INTRO TO CHEM ENGR ANALYSIS-WB, Section no. 14300",A,18
,,,,,,,,B,28
,,,,,,,,C,11
,,,,,,,,Other,14
,,14310,Chemical Engineering,CHE, 319,TRANSPORT PHENOMENA-WB,"CHE-319: TRANSPORT PHENOMENA-WB, Section no. 14310",A,39
,,,,,,,,B,35
,,,,,,,,C,11
,,,,,,,,Other,24
,,14320,Chemical Engineering,CHE, 322,THERMODYNAMICS-WB,"CHE-322: THERMODYNAMICS-WB, Section no. 14320",A,34
,,,,,,,,B,28
,,,,,,,,C,18
,,,,,,,,Other,16
,,14335,Chemical Engineering,CHE, 333T,ENGINEERING COMMUNICATION-WB,"CHE-333T: ENGINEERING COMMUNICATION-WB, Section no. 14335",A,18
,,,,,,,,B,2
,,,,,,,,C,1
,,14370,Chemical Engineering,CHE, 333T,ENGINEERING COMMUNICATION-WB,"CHE-333T: ENGINEERING COMMUNICATION-WB, Section no. 14370",A,21
,,,,,,,,B,4
,,,,,,,,Other,1
,,14385,Chemical Engineering,CHE, 348,NUMRCL MTHDS CHE/PROB SOLV-WB,"CHE-348: NUMRCL MTHDS CHE/PROB SOLV-WB, Section no. 14385",A,26
,,,,,,,,B,5
,,,,,,,,C,1
,,,,,,,,D,2
,,,,,,,,F,1
,,,,,,,,Other,5
,,14390,Chemical Engineering,CHE, 348,NUMRCL MTHDS CHE/PROB SOLV-WB,"CHE-348: NUMRCL MTHDS CHE/PROB SOLV-WB, Section no. 14390",A,16
,,,,,,,,B,3
,,,,,,,,Other,7
,,14393,Chemical Engineering,CHE, 348,NUMRCL MTHDS CHE/PROB SOLV-WB,"CHE-348: NUMRCL MTHDS CHE/PROB SOLV-WB, Section no. 14393",A,9
,,,,,,,,B,1
,,,,,,,,Other,2
,,14394,Chemical Engineering,CHE, 350,CHEM ENGINEERING MATERIALS-WB,"CHE-350: CHEM ENGINEERING MATERIALS-WB, Section no. 14394",A,88
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,Other,4
,,14395,Chemical Engineering,CHE, 350,CHEMICAL ENGINEERING MATERIALS,"CHE-350: CHEMICAL ENGINEERING MATERIALS, Section no. 14395",A,42
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,Other,1
,,14400,Chemical Engineering,CHE, 253K,APPLIED STATISTICS-WB,"CHE-253K: APPLIED STATISTICS-WB, Section no. 14400",A,48
,,,,,,,,B,15
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,12
,,14405,Chemical Engineering,CHE, 253M,"MEAS, CNTRL, AND DATA ANLY LAB","CHE-253M: MEAS, CNTRL, AND DATA ANLY LAB, Section no. 14405",A,13
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,3
,,14410,Chemical Engineering,CHE, 253M,"MEAS, CNTRL, AND DATA ANLY LAB","CHE-253M: MEAS, CNTRL, AND DATA ANLY LAB, Section no. 14410",A,3
,,,,,,,,B,12
,,,,,,,,C,1
,,,,,,,,Other,4
,,14415,Chemical Engineering,CHE, 253M,"MEAS, CNTRL, AND DATA ANLY LAB","CHE-253M: MEAS, CNTRL, AND DATA ANLY LAB, Section no. 14415",A,3
,,,,,,,,B,13
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,1
,,14425,Chemical Engineering,CHE, 354,TRANSPORT PROCESSES-WB,"CHE-354: TRANSPORT PROCESSES-WB, Section no. 14425",A,13
,,,,,,,,B,41
,,,,,,,,C,7
,,,,,,,,F,1
,,,,,,,,Other,12
,,14435,Chemical Engineering,CHE, 355,INTRODUCTION TO POLYMERS-WB,"CHE-355: INTRODUCTION TO POLYMERS-WB, Section no. 14435",A,55
,,,,,,,,B,2
,,14440,Chemical Engineering,CHE, 359,ENERGY TECHNOLGY AND POLICY-WB,"CHE-359: ENERGY TECHNOLGY AND POLICY-WB, Section no. 14440",A,43
,,,,,,,,B,7
,,,,,,,,D,1
,,,,,,,,Other,5
,,14445,Chemical Engineering,CHE, 360,PROCESS CONTROL-WB,"CHE-360: PROCESS CONTROL-WB, Section no. 14445",A,31
,,,,,,,,B,20
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,Other,24
,,14450,Chemical Engineering,CHE, 363,SEPARATN PROC/MASS TRANSFR-WB,"CHE-363: SEPARATN PROC/MASS TRANSFR-WB, Section no. 14450",A,16
,,,,,,,,B,23
,,,,,,,,C,8
,,,,,,,,F,1
,,,,,,,,Other,13
,,14470,Chemical Engineering,CHE, 264,CHEM ENGR PROCESS AND PROJ LAB,"CHE-264: CHEM ENGR PROCESS AND PROJ LAB, Section no. 14470",A,22
,,,,,,,,B,1
,,,,,,,,Other,1
,,14480,Chemical Engineering,CHE, 364S,CHEMICAL PROCESS SAFETY-WB,"CHE-364S: CHEMICAL PROCESS SAFETY-WB, Section no. 14480",A,38
,,,,,,,,B,6
,,,,,,,,C,2
,,,,,,,,Other,4
,,14490,Chemical Engineering,CHE, 372,CHEM REACTR ANALYS AND DSGN-WB,"CHE-372: CHEM REACTR ANALYS AND DSGN-WB, Section no. 14490",A,54
,,,,,,,,B,40
,,,,,,,,C,9
,,,,,,,,F,1
,,,,,,,,Other,8
,,14495,Chemical Engineering,CHE, 473K,PROCESS DESGN/OPERATIONS-WB,"CHE-473K: PROCESS DESGN/OPERATIONS-WB, Section no. 14495",A,9
,,,,,,,,B,11
,,,,,,,,C,2
,,,,,,,,Other,10
,,14545,Chemical Engineering,CHE, 379,43-ENTREPRENEURSHIP,"CHE-379: 43-ENTREPRENEURSHIP, Section no. 14545",A,18
,,,,,,,,B,2
,,14549,Chemical Engineering,CHE, 379,43-ENTREPRENEURSHIP,"CHE-379: 43-ENTREPRENEURSHIP, Section no. 14549",A,15
,,,,,,,,B,1
,,,,,,,,C,1
,,14555,Chemical Engineering,CHE, 381N,FLUID FLOW AND HEAT TRANSFER,"CHE-381N: FLUID FLOW AND HEAT TRANSFER, Section no. 14555",A,16
,,,,,,,,B,4
,,14570,Chemical Engineering,CHE, 384T,ENERGY TECHNOLGY AND POLICY-WB,"CHE-384T: ENERGY TECHNOLGY AND POLICY-WB, Section no. 14570",A,12
,,,,,,,,B,2
,,14595,Chemical Engineering,CHE, 384T,REACTION KINETICS,"CHE-384T: REACTION KINETICS, Section no. 14595",A,9
,,,,,,,,B,11
,,,,,,,,Other,1
,,14630,Chemical Engineering,CHE, 387K,ADVANCED THERMODYNAMICS,"CHE-387K: ADVANCED THERMODYNAMICS, Section no. 14630",A,12
,,,,,,,,B,8
,,,,,,,,C,1
,,14739,Architectural Engineering,ARE, 102,INTRO TO ARCHITECTURAL ENGR-WB,"ARE-102: INTRO TO ARCHITECTURAL ENGR-WB, Section no. 14739",A,65
,,,,,,,,B,6
,,,,,,,,F,1
,,,,,,,,Other,1
,,14760,Architectural Engineering,ARE, 320K,INTRODUCTION TO DESIGN I,"ARE-320K: INTRODUCTION TO DESIGN I, Section no. 14760",A,19
,,,,,,,,B,2
,,,,,,,,Other,1
,,14765,Architectural Engineering,ARE, 323K,PROJECT MGMT & ECONOMICS-WB,"ARE-323K: PROJECT MGMT & ECONOMICS-WB, Section no. 14765",A,44
,,,,,,,,B,21
,,,,,,,,C,6
,,,,,,,,D,3
,,,,,,,,Other,2
,,14770,Architectural Engineering,ARE, 323K,PROJECT MGMT & ECONOMICS-WB,"ARE-323K: PROJECT MGMT & ECONOMICS-WB, Section no. 14770",A,49
,,,,,,,,B,22
,,,,,,,,C,1
,,,,,,,,F,2
,,,,,,,,Other,2
,,14805,Architectural Engineering,ARE, 335,MATLS MTHDS OF BLDG CONSTR-WB,"ARE-335: MATLS MTHDS OF BLDG CONSTR-WB, Section no. 14805",A,46
,,,,,,,,B,17
,,,,,,,,C,1
,,,,,,,,Other,1
,,14815,Architectural Engineering,ARE, 346N,BUILDING ENVIRONMENTAL SYS-WB,"ARE-346N: BUILDING ENVIRONMENTAL SYS-WB, Section no. 14815",A,41
,,,,,,,,B,3
,,,,,,,,Other,2
,,14824,Architectural Engineering,ARE, 366,"CONTRACTS, LIABILITY/ETHICS-WB","ARE-366: CONTRACTS, LIABILITY/ETHICS-WB, Section no. 14824",A,7
,,,,,,,,B,4
,,14825,Architectural Engineering,ARE, 366,"CONTRACTS, LIABILITY, & ETHICS","ARE-366: CONTRACTS, LIABILITY, & ETHICS, Section no. 14825",A,13
,,,,,,,,B,8
,,,,,,,,C,2
,,,,,,,,Other,1
,,14830,Architectural Engineering,ARE, 371,ENERGY SIMULATN IN BLDG DESIGN,"ARE-371: ENERGY SIMULATN IN BLDG DESIGN, Section no. 14830",A,8
,,,,,,,,B,5
,,,,,,,,Other,1
,,14834,Architectural Engineering,ARE, 371,ENRGY SIMULTN IN BLDG DESGN-WB,"ARE-371: ENRGY SIMULTN IN BLDG DESGN-WB, Section no. 14834",A,12
,,,,,,,,B,2
,,,,,,,,Other,5
,,14835,Architectural Engineering,ARE, 376,BLDG INFO MDLNG CAPTL PROJS-WB,"ARE-376: BLDG INFO MDLNG CAPTL PROJS-WB, Section no. 14835",A,16
,,,,,,,,B,2
,,14925,Civil Engineering,C E, 301,CIVIL ENGINEERING SYSTEMS,"C E-301: CIVIL ENGINEERING SYSTEMS, Section no. 14925",A,15
,,,,,,,,B,2
,,,,,,,,C,1
,,14940,Civil Engineering,C E, 301,CIVIL ENGINEERING SYSTEMS,"C E-301: CIVIL ENGINEERING SYSTEMS, Section no. 14940",A,8
,,,,,,,,B,3
,,14950,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS-WB,"C E-311K: INTRO TO COMPUTER METHODS-WB, Section no. 14950",A,18
,,,,,,,,B,3
,,,,,,,,C,2
,,14955,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS-WB,"C E-311K: INTRO TO COMPUTER METHODS-WB, Section no. 14955",A,17
,,,,,,,,B,5
,,,,,,,,C,1
,,14960,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS-WB,"C E-311K: INTRO TO COMPUTER METHODS-WB, Section no. 14960",A,14
,,,,,,,,B,6
,,,,,,,,C,2
,,14965,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS,"C E-311K: INTRO TO COMPUTER METHODS, Section no. 14965",A,5
,,,,,,,,B,3
,,,,,,,,Other,3
,,14967,Civil Engineering,C E, 311S,PROB/STATS FOR CIVIL ENGRS-WB,"C E-311S: PROB/STATS FOR CIVIL ENGRS-WB, Section no. 14967",A,7
,,,,,,,,B,5
,,,,,,,,C,4
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,1
,,14970,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS,"C E-311K: INTRO TO COMPUTER METHODS, Section no. 14970",A,12
,,,,,,,,B,5
,,,,,,,,Other,2
,,14975,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS,"C E-311K: INTRO TO COMPUTER METHODS, Section no. 14975",A,12
,,,,,,,,B,5
,,,,,,,,C,1
,,,,,,,,Other,2
,,14979,Civil Engineering,C E, 311K,INTRO TO COMPUTER METHODS-WB,"C E-311K: INTRO TO COMPUTER METHODS-WB, Section no. 14979",A,13
,,,,,,,,B,1
,,,,,,,,Other,1
,,14980,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 14980",A,6
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,3
,,14985,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 14985",A,8
,,,,,,,,B,3
,,,,,,,,C,2
,,,,,,,,Other,4
,,14990,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 14990",A,6
,,,,,,,,B,4
,,,,,,,,C,3
,,,,,,,,F,2
,,,,,,,,Other,1
,,14995,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 14995",A,7
,,,,,,,,B,8
,,,,,,,,C,2
,,,,,,,,Other,1
,,15000,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 15000",A,8
,,,,,,,,B,5
,,,,,,,,C,6
,,15005,Civil Engineering,C E, 311S,PROBABIL/STATS FOR CIVIL ENGRS,"C E-311S: PROBABIL/STATS FOR CIVIL ENGRS, Section no. 15005",A,9
,,,,,,,,B,5
,,,,,,,,C,1
,,15015,Civil Engineering,C E, 319F,ELEMENTARY MECHANICS OF FLUIDS,"C E-319F: ELEMENTARY MECHANICS OF FLUIDS, Section no. 15015",A,7
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,1
,,15025,Civil Engineering,C E, 319F,ELEMENTARY MECHANICS OF FLUIDS,"C E-319F: ELEMENTARY MECHANICS OF FLUIDS, Section no. 15025",A,5
,,,,,,,,B,7
,,15050,Civil Engineering,C E, 321,TRANSPORTATION SYSTEMS-WB,"C E-321: TRANSPORTATION SYSTEMS-WB, Section no. 15050",A,26
,,,,,,,,B,39
,,,,,,,,C,3
,,,,,,,,D,3
,,,,,,,,Other,8
,,15075,Civil Engineering,C E, 324P,PROPS AND BEHAV OF ENGR MATLS,"C E-324P: PROPS AND BEHAV OF ENGR MATLS, Section no. 15075",A,9
,,,,,,,,B,2
,,15080,Civil Engineering,C E, 324P,PROPS AND BEHAV OF ENGR MATLS,"C E-324P: PROPS AND BEHAV OF ENGR MATLS, Section no. 15080",A,9
,,,,,,,,B,4
,,15085,Civil Engineering,C E, 324P,PROPS AND BEHAV OF ENGR MATLS,"C E-324P: PROPS AND BEHAV OF ENGR MATLS, Section no. 15085",A,9
,,,,,,,,B,3
,,15090,Civil Engineering,C E, 324P,PROPS AND BEHAV OF ENGR MATLS,"C E-324P: PROPS AND BEHAV OF ENGR MATLS, Section no. 15090",A,3
,,,,,,,,B,6
,,,,,,,,Other,1
